BPM,SpO2,GSR,Temp,Nível de Estresse
107,91,33.84,38.11,100
90,93,20.02,37.09,92
55,97,23.35,37.08,51
87,99,28.85,38.26,82
55,95,11.07,37.44,79
94,90,13.68,37.42,100
63,99,37.44,36.65,26
115,94,27.16,37.52,100
89,96,44.59,37.44,53
52,95,37.79,36.99,29
73,98,10.32,38.48,100
68,97,34.67,38.2,61
